item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_70,0.4779140421,0.5220859579
synthetic_71,0.5303061915,0.4696938085
synthetic_72,0.4922972642,0.5077027358
synthetic_73,0.4869622494,0.5130377506
synthetic_74,0.4874750657,0.5125249343
synthetic_75,0.5164990903,0.4835009097
synthetic_76,0.4991520600,0.5008479400
synthetic_77,0.4974374080,0.5025625920
synthetic_78,0.5122571903,0.4877428097
synthetic_79,0.4880780755,0.5119219245
synthetic_80,0.4943371603,0.5056628397
synthetic_81,0.4813265499,0.5186734501
synthetic_82,0.5376676981,0.4623323019
synthetic_83,0.4889234128,0.5110765872
synthetic_84,0.4589582676,0.5410417324
synthetic_85,0.4848584468,0.5151415532
synthetic_86,0.4972321366,0.5027678634
synthetic_87,0.4842634385,0.5157365615
synthetic_88,0.5027113959,0.4972886041
synthetic_89,0.4940905832,0.5059094168
synthetic_90,0.5303196078,0.4696803922
synthetic_91,0.4690215435,0.5309784565
synthetic_92,0.4735578285,0.5264421715
synthetic_93,0.5097897581,0.4902102419
synthetic_94,0.4915393901,0.5084606099
synthetic_95,0.4593658003,0.5406341997
synthetic_96,0.4958015378,0.5041984622
synthetic_97,0.5357980116,0.4642019884
synthetic_98,0.4720696452,0.5279303548
synthetic_99,0.4925436831,0.5074563169
synthetic_100,0.5246433386,0.4753566614
synthetic_101,0.5076921731,0.4923078269
synthetic_102,0.4725060341,0.5274939659
synthetic_103,0.4867029714,0.5132970286
synthetic_104,0.5347186900,0.4652813100
synthetic_105,0.5060477832,0.4939522168
synthetic_106,0.4679276496,0.5320723504
synthetic_107,0.5043557823,0.4956442177
synthetic_108,0.5312535023,0.4687464977
synthetic_109,0.4810289635,0.5189710365
synthetic_110,0.4605943057,0.5394056943
synthetic_111,0.4892658696,0.5107341304
synthetic_112,0.5064448132,0.4935551868
synthetic_113,0.5029483616,0.4970516384
synthetic_114,0.4799134314,0.5200865686
synthetic_115,0.5199095705,0.4800904295
synthetic_116,0.4915043760,0.5084956240
synthetic_117,0.4949333521,0.5050666479
synthetic_118,0.5142009612,0.4857990388
synthetic_119,0.5348785636,0.4651214364
synthetic_120,0.5163854444,0.4836145556
synthetic_121,0.4888015825,0.5111984175
synthetic_122,0.4857239061,0.5142760939
synthetic_123,0.5328047178,0.4671952822
synthetic_124,0.4680596740,0.5319403260
synthetic_125,0.4988688759,0.5011311241
synthetic_126,0.5296018632,0.4703981368
synthetic_127,0.5147327621,0.4852672379
synthetic_128,0.4878672471,0.5121327529
synthetic_129,0.5111730957,0.4888269043
synthetic_130,0.5248279382,0.4751720618
synthetic_131,0.4813418913,0.5186581087
synthetic_132,0.4975325556,0.5024674444
synthetic_133,0.4917287950,0.5082712050
synthetic_134,0.5027871698,0.4972128302
synthetic_135,0.4931864608,0.5068135392
synthetic_136,0.4905119326,0.5094880674
synthetic_137,0.5109580531,0.4890419469
synthetic_138,0.4927269664,0.5072730336
synthetic_139,0.4835077468,0.5164922532
synthetic_140,0.4968399992,0.5031600008
synthetic_141,0.5160379338,0.4839620662
synthetic_142,0.4861464151,0.5138535849
synthetic_143,0.4863653871,0.5136346129
synthetic_144,0.5166676868,0.4833323132
synthetic_145,0.5338373888,0.4661626112
synthetic_146,0.4933641693,0.5066358307
synthetic_147,0.4606131829,0.5393868171
synthetic_148,0.5228397797,0.4771602203
synthetic_149,0.5013149890,0.4986850110
