item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_226,0.5159799873,0.4840200127
synthetic_227,0.4869585068,0.5130414932
synthetic_228,0.4855884041,0.5144115959
synthetic_229,0.5159908496,0.4840091504
synthetic_230,0.5325532471,0.4674467529
synthetic_231,0.4887546959,0.5112453041
synthetic_232,0.4616233367,0.5383766633
synthetic_233,0.5289303570,0.4710696430
synthetic_234,0.4965137322,0.5034862678
synthetic_235,0.5038599695,0.4961400305
synthetic_236,0.4924581029,0.5075418971
synthetic_237,0.5046404226,0.4953595774
synthetic_238,0.4913600926,0.5086399074
synthetic_239,0.4737324394,0.5262675606
synthetic_240,0.5144961304,0.4855038696
synthetic_241,0.5217537382,0.4782462618
synthetic_242,0.4874256630,0.5125743370
synthetic_243,0.4814284822,0.5185715178
synthetic_244,0.5251812753,0.4748187247
synthetic_245,0.5121175074,0.4878824926
synthetic_246,0.4724804882,0.5275195118
synthetic_247,0.4739891609,0.5260108391
synthetic_248,0.5228072546,0.4771927454
synthetic_249,0.5277492104,0.4722507896
synthetic_250,0.4609072394,0.5390927606
synthetic_251,0.5140428349,0.4859571651
synthetic_252,0.5018721538,0.4981278462
synthetic_253,0.4908576728,0.5091423272
synthetic_254,0.4885174827,0.5114825173
synthetic_255,0.5168264200,0.4831735800
synthetic_256,0.5195902814,0.4804097186
synthetic_257,0.4700118121,0.5299881879
synthetic_258,0.4865453349,0.5134546651
synthetic_259,0.5174491800,0.4825508200
synthetic_260,0.5162745794,0.4837254206
synthetic_261,0.4620837156,0.5379162844
synthetic_262,0.4898980544,0.5101019456
synthetic_263,0.5280050501,0.4719949499
synthetic_264,0.5073671399,0.4926328601
synthetic_265,0.4658355018,0.5341644982
synthetic_266,0.4879336800,0.5120663200
synthetic_267,0.5394861847,0.4605138153
synthetic_268,0.4719537562,0.5280462438
synthetic_269,0.4939463518,0.5060536482
synthetic_270,0.5268141100,0.4731858900
synthetic_271,0.5135484214,0.4864515786
synthetic_272,0.4798778868,0.5201221132
synthetic_273,0.4966532205,0.5033467795
synthetic_274,0.5381329953,0.4618670047
synthetic_275,0.4930149607,0.5069850393
synthetic_276,0.4858085135,0.5141914865
synthetic_277,0.4851085982,0.5148914018
synthetic_278,0.5391961098,0.4608038902
synthetic_279,0.5068503454,0.4931496546
synthetic_280,0.4824288405,0.5175711595
synthetic_281,0.5154162504,0.4845837496
synthetic_282,0.5357944695,0.4642055305
synthetic_283,0.4886725826,0.5113274174
synthetic_284,0.4710849112,0.5289150888
synthetic_285,0.5311085147,0.4688914853
synthetic_286,0.5080027361,0.4919972639
synthetic_287,0.4597625791,0.5402374209
synthetic_288,0.4836012316,0.5163987684
synthetic_289,0.5101403214,0.4898596786
synthetic_290,0.4799161666,0.5200838334
synthetic_291,0.4662910087,0.5337089913
synthetic_292,0.5260262975,0.4739737025
synthetic_293,0.4999887871,0.5000112129
synthetic_294,0.5084648106,0.4915351894
synthetic_295,0.4742470465,0.5257529535
synthetic_296,0.4946354688,0.5053645312
synthetic_297,0.4950095577,0.5049904423
synthetic_298,0.4628095921,0.5371904079
synthetic_299,0.4752347472,0.5247652528
synthetic_300,0.5323418554,0.4676581446
synthetic_301,0.5009651453,0.4990348547
synthetic_302,0.4803803959,0.5196196041
synthetic_303,0.4876482365,0.5123517635
synthetic_304,0.5326943120,0.4673056880
synthetic_305,0.5111918477,0.4888081523
synthetic_306,0.5023682406,0.4976317594
synthetic_307,0.5308512541,0.4691487459
synthetic_308,0.5085220614,0.4914779386
synthetic_309,0.4680757910,0.5319242090
synthetic_310,0.5082220275,0.4917779725
synthetic_311,0.5056851889,0.4943148111
synthetic_312,0.4944793809,0.5055206191
synthetic_313,0.4928759177,0.5071240823
synthetic_314,0.5192226868,0.4807773132
synthetic_315,0.5364172543,0.4635827457
synthetic_316,0.4932785704,0.5067214296
synthetic_317,0.4607836627,0.5392163373
synthetic_318,0.5280337775,0.4719662225
synthetic_319,0.4967409194,0.5032590806
synthetic_320,0.5036044077,0.4963955923
synthetic_321,0.4947502522,0.5052497478
synthetic_322,0.5078770875,0.4921229125
synthetic_323,0.4956603716,0.5043396284
synthetic_324,0.4805125014,0.5194874986
synthetic_325,0.5171207775,0.4828792225
synthetic_326,0.5123605375,0.4876394625
synthetic_327,0.4983413170,0.5016586830
synthetic_328,0.4695001561,0.5304998439
synthetic_329,0.5274851000,0.4725149000
synthetic_330,0.5269136771,0.4730863229
synthetic_331,0.4876424781,0.5123575219
synthetic_332,0.4909556574,0.5090443426
synthetic_333,0.5352252266,0.4647747734
synthetic_334,0.5116636925,0.4883363075
synthetic_335,0.4667808016,0.5332191984
synthetic_336,0.5066273736,0.4933726264
synthetic_337,0.5228291040,0.4771708960
synthetic_338,0.4795472156,0.5204527844
synthetic_339,0.4634638877,0.5365361123
synthetic_340,0.4900110456,0.5099889544
synthetic_341,0.4982374504,0.5017625496
synthetic_342,0.4829990316,0.5170009684
synthetic_343,0.5029244760,0.4970755240
synthetic_344,0.4932085120,0.5067914880
synthetic_345,0.5309712830,0.4690287170
synthetic_346,0.4827731814,0.5172268186
synthetic_347,0.4724295799,0.5275704201
synthetic_348,0.4986386211,0.5013613789
synthetic_349,0.4828553626,0.5171446374
synthetic_350,0.4725282863,0.5274717137
synthetic_351,0.5216188543,0.4783811457
synthetic_352,0.5048512318,0.4951487682
synthetic_353,0.5081562769,0.4918437231
synthetic_354,0.4612972629,0.5387027371
synthetic_355,0.5079346873,0.4920653127
synthetic_356,0.5269962375,0.4730037625
synthetic_357,0.4976876162,0.5023123838
synthetic_358,0.4903182958,0.5096817042
synthetic_359,0.4982306174,0.5017693826
synthetic_360,0.5117177130,0.4882822870
synthetic_361,0.4787003992,0.5212996008
synthetic_362,0.5083397675,0.4916602325
synthetic_363,0.4996382306,0.5003617694
synthetic_364,0.4848545344,0.5151454656
synthetic_365,0.4783772366,0.5216227634
synthetic_366,0.5009654770,0.4990345230
synthetic_367,0.4962120453,0.5037879547
synthetic_368,0.4869531709,0.5130468291
synthetic_369,0.4972221902,0.5027778098
synthetic_370,0.5071851824,0.4928148176
synthetic_371,0.5009057443,0.4990942557
synthetic_372,0.4989324581,0.5010675419
synthetic_373,0.5140863921,0.4859136079
synthetic_374,0.5378798890,0.4621201110
synthetic_375,0.5183042882,0.4816957118
synthetic_376,0.4787912848,0.5212087152
synthetic_377,0.4890788350,0.5109211650
synthetic_378,0.5369353369,0.4630646631
synthetic_379,0.4749102505,0.5250897495
synthetic_380,0.4740597298,0.5259402702
synthetic_381,0.5271556550,0.4728443450
synthetic_382,0.5293056256,0.4706943744
synthetic_383,0.4959422886,0.5040577114
synthetic_384,0.4873828984,0.5126171016
synthetic_385,0.5011406520,0.4988593480
synthetic_386,0.5215022024,0.4784977976
synthetic_387,0.4587248258,0.5412751742
synthetic_388,0.5163827673,0.4836172327
synthetic_389,0.5346159926,0.4653840074
synthetic_390,0.4927050236,0.5072949764
synthetic_391,0.4825994025,0.5174005975
synthetic_392,0.5255433863,0.4744566137
synthetic_393,0.5307530968,0.4692469032
synthetic_394,0.4643765131,0.5356234869
synthetic_395,0.5058145159,0.4941854841
synthetic_396,0.4983112346,0.5016887654
synthetic_397,0.5138251087,0.4861748913
synthetic_398,0.4995356079,0.5004643921
synthetic_399,0.5177415350,0.4822584650
synthetic_400,0.5396964978,0.4603035022
synthetic_401,0.5067890954,0.4932109046
synthetic_402,0.4623982071,0.5376017929
synthetic_403,0.5198718553,0.4801281447
synthetic_404,0.5031148850,0.4968851150
synthetic_405,0.5053295062,0.4946704938
synthetic_406,0.4873455745,0.5126544255
synthetic_407,0.5029176735,0.4970823265
synthetic_408,0.4924176629,0.5075823371
synthetic_409,0.4773898122,0.5226101878
synthetic_410,0.5164812223,0.4835187777
synthetic_411,0.5127531714,0.4872468286
synthetic_412,0.4995724849,0.5004275151
synthetic_413,0.4674702499,0.5325297501
synthetic_414,0.5263504167,0.4736495833
synthetic_415,0.5311874435,0.4688125565
synthetic_416,0.4942372866,0.5057627134
synthetic_417,0.4977064530,0.5022935470
synthetic_418,0.5354443219,0.4645556781
synthetic_419,0.5014767252,0.4985232748
synthetic_420,0.4775805511,0.5224194489
synthetic_421,0.4938856114,0.5061143886
synthetic_422,0.5353828253,0.4646171747
synthetic_423,0.4880768372,0.5119231628
synthetic_424,0.4591418422,0.5408581578
synthetic_425,0.4840281521,0.5159718479
synthetic_426,0.5052170834,0.4947829166
synthetic_427,0.5035732602,0.4964267398
synthetic_428,0.4871519951,0.5128480049
synthetic_429,0.5050178374,0.4949821626
synthetic_430,0.5102583004,0.4897416996
synthetic_431,0.5022090243,0.4977909757
synthetic_432,0.4958428112,0.5041571888
synthetic_433,0.5158956212,0.4841043788
synthetic_434,0.5070274139,0.4929725861
synthetic_435,0.4986639099,0.5013360901
synthetic_436,0.5017237045,0.4982762955
synthetic_437,0.5078481679,0.4921518321
synthetic_438,0.5012054217,0.4987945783
synthetic_439,0.4905496794,0.5094503206
synthetic_440,0.4935652500,0.5064347500
synthetic_441,0.4947107751,0.5052892249
synthetic_442,0.4641641907,0.5358358093
synthetic_443,0.4703622263,0.5296377737
synthetic_444,0.5255747676,0.4744252324
synthetic_445,0.5165000850,0.4834999150
synthetic_446,0.4656991489,0.5343008511
synthetic_447,0.5021572269,0.4978427731
synthetic_448,0.5377996720,0.4622003280
synthetic_449,0.4948342832,0.5051657168
synthetic_450,0.4719341513,0.5280658487
synthetic_451,0.5072716599,0.4927283401
synthetic_452,0.5341544537,0.4658455463
synthetic_453,0.4912614718,0.5087385282
synthetic_454,0.4710503180,0.5289496820
synthetic_455,0.5282981433,0.4717018567
synthetic_456,0.5145107526,0.4854892474
synthetic_457,0.4613208359,0.5386791641
synthetic_458,0.4760889050,0.5239110950
synthetic_459,0.5007518280,0.4992481720
synthetic_460,0.4795728499,0.5204271501
synthetic_461,0.4849512973,0.5150487027
synthetic_462,0.5177976127,0.4822023873
synthetic_463,0.5029277887,0.4970722113
synthetic_464,0.4941467960,0.5058532040
synthetic_465,0.5011235291,0.4988764709
synthetic_466,0.5126505581,0.4873494419
synthetic_467,0.5025186495,0.4974813505
synthetic_468,0.4800238434,0.5199761566
synthetic_469,0.5097825225,0.4902174775
synthetic_470,0.5242212537,0.4757787463
synthetic_471,0.4871133005,0.5128866995
synthetic_472,0.4905736870,0.5094263130
synthetic_473,0.5092367634,0.4907632366
synthetic_474,0.5005698988,0.4994301012
synthetic_475,0.4718074450,0.5281925550
synthetic_476,0.4623976399,0.5376023601
synthetic_477,0.4939461797,0.5060538203
synthetic_478,0.5214736434,0.4785263566
synthetic_479,0.4932351757,0.5067648243
synthetic_480,0.4765086294,0.5234913706
synthetic_481,0.5207315031,0.4792684969
synthetic_482,0.5235484999,0.4764515001
synthetic_483,0.4813006237,0.5186993763
synthetic_484,0.4944628924,0.5055371076
synthetic_485,0.5224594503,0.4775405497
synthetic_486,0.5136374480,0.4863625520
synthetic_487,0.4807535753,0.5192464247
synthetic_488,0.4990998405,0.5009001595
synthetic_489,0.5223581774,0.4776418226
synthetic_490,0.4968935542,0.5031064458
synthetic_491,0.4717202416,0.5282797584
synthetic_492,0.4966196325,0.5033803675
synthetic_493,0.4871320736,0.5128679264
synthetic_494,0.4657386932,0.5342613068
synthetic_495,0.5102171125,0.4897828875
synthetic_496,0.5230046288,0.4769953712
synthetic_497,0.4909219513,0.5090780487
synthetic_498,0.4742160138,0.5257839862
synthetic_499,0.5271973857,0.4728026143
synthetic_500,0.5274148661,0.4725851339
synthetic_501,0.4911039701,0.5088960299
synthetic_502,0.4958365181,0.5041634819
synthetic_503,0.5353925550,0.4646074450
synthetic_504,0.5010846872,0.4989153128
synthetic_505,0.4797566142,0.5202433858
synthetic_506,0.4901741587,0.5098258413
synthetic_507,0.5379341578,0.4620658422
synthetic_508,0.4938940187,0.5061059813
synthetic_509,0.4618316999,0.5381683001
synthetic_510,0.4870079096,0.5129920904
synthetic_511,0.5145606959,0.4854393041
synthetic_512,0.5098053076,0.4901946924
synthetic_513,0.4741199815,0.5258800185
synthetic_514,0.5190572870,0.4809427130
synthetic_515,0.4968055524,0.5031944476
synthetic_516,0.4984881846,0.5015118154
synthetic_517,0.5093842391,0.4906157609
synthetic_518,0.5339912948,0.4660087052
synthetic_519,0.5226292679,0.4773707321
synthetic_520,0.4927121473,0.5072878527
synthetic_521,0.4821780632,0.5178219368
synthetic_522,0.5319113444,0.4680886556
synthetic_523,0.4769916686,0.5230083314
synthetic_524,0.5006723952,0.4993276048
synthetic_525,0.5194366271,0.4805633729
synthetic_526,0.5098294034,0.4901705966
synthetic_527,0.4802567477,0.5197432523
synthetic_528,0.4994943084,0.5005056916
synthetic_529,0.5349309939,0.4650690061
synthetic_530,0.4867915253,0.5132084747
synthetic_531,0.4979667118,0.5020332882
synthetic_532,0.4777817032,0.5222182968
synthetic_533,0.5207827141,0.4792172859
synthetic_534,0.5139617568,0.4860382432
synthetic_535,0.5001577207,0.4998422793
synthetic_536,0.5250238460,0.4749761540
synthetic_537,0.5128045658,0.4871954342
synthetic_538,0.4687848963,0.5312151037
synthetic_539,0.5060066539,0.4939933461
synthetic_540,0.4965286144,0.5034713856
synthetic_541,0.5150012186,0.4849987814
synthetic_542,0.5005397452,0.4994602548
synthetic_543,0.5088017237,0.4911982763
synthetic_544,0.5346395476,0.4653604524
synthetic_545,0.5191887812,0.4808112188
synthetic_546,0.4787062947,0.5212937053
synthetic_547,0.4902996339,0.5097003661
synthetic_548,0.5345348707,0.4654651293
synthetic_549,0.4825435709,0.5174564291
synthetic_550,0.4658978245,0.5341021755
synthetic_551,0.5139018821,0.4860981179
synthetic_552,0.5172895957,0.4827104043
synthetic_553,0.4784357004,0.5215642996
synthetic_554,0.4721010856,0.5278989144
synthetic_555,0.5216987689,0.4783012311
synthetic_556,0.5089898509,0.4910101491
synthetic_557,0.4771552992,0.5228447008
synthetic_558,0.4862377849,0.5137622151
synthetic_559,0.5287614040,0.4712385960
synthetic_560,0.5102029763,0.4897970237
synthetic_561,0.4997573227,0.5002426773
synthetic_562,0.5170111664,0.4829888336
synthetic_563,0.4942090235,0.5057909765
synthetic_564,0.4924307788,0.5075692212
synthetic_565,0.4819920598,0.5180079402
synthetic_566,0.5353871017,0.4646128983
synthetic_567,0.4907846226,0.5092153774
synthetic_568,0.4593784455,0.5406215545
synthetic_569,0.4813569858,0.5186430142
synthetic_570,0.4993341899,0.5006658101
synthetic_571,0.4862049223,0.5137950777
synthetic_572,0.5008634475,0.4991365525
synthetic_573,0.4916196456,0.5083803544
synthetic_574,0.5356432023,0.4643567977
synthetic_575,0.4707756639,0.5292243361
synthetic_576,0.4700282542,0.5299717458
synthetic_577,0.5106141301,0.4893858699
synthetic_578,0.4997173003,0.5002826997
synthetic_579,0.4606704497,0.5393295503
synthetic_580,0.4896050642,0.5103949358
synthetic_581,0.5384928665,0.4615071335
synthetic_582,0.4781442979,0.5218557021
synthetic_583,0.4910239064,0.5089760936
synthetic_584,0.5211499237,0.4788500763
synthetic_585,0.5131749643,0.4868250357
synthetic_586,0.4782460413,0.5217539587
synthetic_587,0.4842210856,0.5157789144
synthetic_588,0.5340556522,0.4659443478
synthetic_589,0.5102873797,0.4897126203
synthetic_590,0.4722455145,0.5277544855
synthetic_591,0.4964193249,0.5035806751
synthetic_592,0.5351103227,0.4648896773
synthetic_593,0.4907237360,0.5092762640
synthetic_594,0.4606852369,0.5393147631
synthetic_595,0.4862182316,0.5137817684
synthetic_596,0.5150560585,0.4849439415
synthetic_597,0.5104166000,0.4895834000
synthetic_598,0.4711941322,0.5288058678
synthetic_599,0.5230524805,0.4769475195
synthetic_600,0.4939879467,0.5060120533
synthetic_601,0.4931992344,0.5068007656
synthetic_602,0.5107984760,0.4892015240
synthetic_603,0.5385575959,0.4614424041
synthetic_604,0.5232654910,0.4767345090
synthetic_605,0.4811061356,0.5188938644
synthetic_606,0.4811426120,0.5188573880
synthetic_607,0.5396529381,0.4603470619
synthetic_608,0.4730121300,0.5269878700
synthetic_609,0.4883973696,0.5116026304
synthetic_610,0.5306577404,0.4693422596
synthetic_611,0.5295416827,0.4704583173
synthetic_612,0.5005412667,0.4994587333
synthetic_613,0.5077540185,0.4922459815
synthetic_614,0.5127845211,0.4872154789
synthetic_615,0.4955332343,0.5044667657
synthetic_616,0.4915253293,0.5084746707
synthetic_617,0.4986587535,0.5013412465
synthetic_618,0.4995446866,0.5004553134
synthetic_619,0.4865087575,0.5134912425
synthetic_620,0.4749927246,0.5250072754
synthetic_621,0.4940573529,0.5059426471
synthetic_622,0.4981050094,0.5018949906
synthetic_623,0.5014565150,0.4985434850
synthetic_624,0.4776370192,0.5223629808
synthetic_625,0.5292032699,0.4707967301
synthetic_626,0.4892329890,0.5107670110
synthetic_627,0.4721701068,0.5278298932
synthetic_628,0.4983611116,0.5016388884
synthetic_629,0.5207675235,0.4792324765
synthetic_630,0.4841856200,0.5158143800
synthetic_631,0.4660933913,0.5339066087
synthetic_632,0.5253117764,0.4746882236
synthetic_633,0.4978240789,0.5021759211
synthetic_634,0.5043606696,0.4956393304
synthetic_635,0.4946614983,0.5053385017
synthetic_636,0.5063447176,0.4936552824
synthetic_637,0.5000732600,0.4999267400
synthetic_638,0.4797235695,0.5202764305
synthetic_639,0.5102914613,0.4897085387
synthetic_640,0.5191487551,0.4808512449
synthetic_641,0.4940148242,0.5059851758
synthetic_642,0.4807390676,0.5192609324
synthetic_643,0.5190285873,0.4809714127
synthetic_644,0.5123051090,0.4876948910
synthetic_645,0.4754146106,0.5245853894
synthetic_646,0.4672614889,0.5327385111
synthetic_647,0.5136993535,0.4863006465
synthetic_648,0.5341879582,0.4658120418
synthetic_649,0.4668629686,0.5331370314
synthetic_650,0.5051876245,0.4948123755
synthetic_651,0.4977903082,0.5022096918
synthetic_652,0.5065296035,0.4934703965
synthetic_653,0.4967243227,0.5032756773
synthetic_654,0.5182396914,0.4817603086
synthetic_655,0.5330718054,0.4669281946
synthetic_656,0.4840657692,0.5159342308
synthetic_657,0.4691383689,0.5308616311
synthetic_658,0.5260634068,0.4739365932
synthetic_659,0.5038435673,0.4961564327
synthetic_660,0.4768159349,0.5231840651
synthetic_661,0.5021328819,0.4978671181
