item_id,item_type,epoch,n,n_pos,chance_measured,k_eff,k_binding,prec_classical,prec_instrument,prec_C,prec_C-1,prec_C-minus-C1,prec_C-minus-C2,prec_C-minus-C3,prec_C-minus-C4,prec_C5-only,banner
E1-N58425,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58426,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58430,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58434,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58436,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58446,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58455,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58468,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58470,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58481,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58485,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58486,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58489,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58490,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58493,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58502,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58506,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58509,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58510,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58523,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58533,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58537,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58538,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58546,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58555,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58556,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58566,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58581,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58583,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58601,N,E1,1,1,1.0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58604,N,E1,1,1,1.0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58607,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58611,N,E1,1,1,1.0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58615,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58617,N,E1,1,1,1.0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58626,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58627,N,E1,8,0,0.0,8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58631,N,E1,7,2,0.2857142857142857,7,False,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58632,N,E1,7,0,0.0,7,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58633,N,E1,5,2,0.4,5,False,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58634,N,E1,10,2,0.2,8,True,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58635,N,E1,6,3,0.5,6,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58636,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58637,N,E1,9,1,0.1111111111111111,8,True,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58638,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58639,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58640,N,E1,7,1,0.1428571428571428,7,False,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58641,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58642,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58643,N,E1,4,2,0.5,4,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58644,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58645,N,E1,4,1,0.25,4,False,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58646,N,E1,8,1,0.125,8,False,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58647,N,E1,3,2,0.6666666666666666,3,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58648,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58649,N,E1,6,1,0.1666666666666666,6,False,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58650,N,E1,1,1,1.0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58651,N,E1,3,0,0.0,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58652,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58653,N,E1,4,1,0.25,4,False,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58654,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58656,N,E1,8,3,0.375,8,False,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58657,N,E1,5,1,0.2,5,False,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58659,N,E1,4,2,0.5,4,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58660,N,E1,3,2,0.6666666666666666,3,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58661,N,E1,5,2,0.4,5,False,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58662,N,E1,1,1,1.0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58664,N,E1,9,1,0.1111111111111111,8,True,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58665,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58666,N,E1,7,3,0.4285714285714285,7,False,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58667,N,E1,6,0,0.0,6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58668,N,E1,6,2,0.3333333333333333,6,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58669,N,E1,7,3,0.4285714285714285,7,False,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58670,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58671,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58672,N,E1,3,0,0.0,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58673,N,E1,5,2,0.4,5,False,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58674,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58676,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58677,N,E1,7,1,0.1428571428571428,7,False,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58678,N,E1,4,1,0.25,4,False,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58679,N,E1,2,2,1.0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58680,N,E1,8,3,0.375,8,False,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58681,N,E1,4,1,0.25,4,False,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58682,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58683,N,E1,5,2,0.4,5,False,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58684,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58685,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58687,N,E1,11,2,0.1818181818181818,8,True,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58689,N,E1,10,1,0.1,8,True,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58690,N,E1,7,3,0.4285714285714285,7,False,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58691,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58692,N,E1,8,2,0.25,8,False,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58693,N,E1,7,4,0.5714285714285714,7,False,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58694,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58695,N,E1,6,0,0.0,6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58696,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58697,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
