item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_155,0.5000377124,0.4999622876
synthetic_156,0.5381699105,0.4618300895
synthetic_157,0.4757155337,0.5242844663
synthetic_158,0.4989070758,0.5010929242
synthetic_159,0.5055832525,0.4944167475
synthetic_160,0.4966665589,0.5033334411
synthetic_161,0.4686785517,0.5313214483
synthetic_162,0.4663052698,0.5336947302
synthetic_163,0.4980553156,0.5019446844
synthetic_164,0.5198837618,0.4801162382
synthetic_165,0.4858667807,0.5141332193
synthetic_166,0.4882002941,0.5117997059
synthetic_167,0.5126783169,0.4873216831
synthetic_168,0.5194115699,0.4805884301
synthetic_169,0.4943471045,0.5056528955
synthetic_170,0.5166583917,0.4833416083
synthetic_171,0.5369293154,0.4630706846
synthetic_172,0.5039591507,0.4960408493
synthetic_173,0.4642470977,0.5357529023
synthetic_174,0.5286510340,0.4713489660
synthetic_175,0.4937933961,0.5062066039
synthetic_176,0.4988929523,0.5011070477
synthetic_177,0.5068662316,0.4931337684
synthetic_178,0.5241736946,0.4758263054
synthetic_179,0.5098527333,0.4901472667
synthetic_180,0.4986011688,0.5013988312
synthetic_181,0.5075839884,0.4924160116
synthetic_182,0.5017723978,0.4982276022
synthetic_183,0.5101436293,0.4898563707
synthetic_184,0.4739956056,0.5260043944
synthetic_185,0.4939632671,0.5060367329
synthetic_186,0.5123590805,0.4876409195
synthetic_187,0.4859489137,0.5140510863
synthetic_188,0.4809507239,0.5190492761
synthetic_189,0.4979792278,0.5020207722
synthetic_190,0.5156309782,0.4843690218
synthetic_191,0.4768536490,0.5231463510
synthetic_192,0.5081718398,0.4918281602
synthetic_193,0.4995352859,0.5004647141
synthetic_194,0.4905676100,0.5094323900
synthetic_195,0.4878591656,0.5121408344
synthetic_196,0.5137724555,0.4862275445
synthetic_197,0.5034301393,0.4965698607
synthetic_198,0.4704563382,0.5295436618
synthetic_199,0.5070891240,0.4929108760
synthetic_200,0.4964711334,0.5035288666
synthetic_201,0.5244235259,0.4755764741
synthetic_202,0.4908536919,0.5091463081
synthetic_203,0.4882020891,0.5117979109
synthetic_204,0.5086461640,0.4913538360
synthetic_205,0.4966236023,0.5033763977
synthetic_206,0.4987729267,0.5012270733
synthetic_207,0.5048356113,0.4951643887
synthetic_208,0.5118057808,0.4881942192
synthetic_209,0.4870309554,0.5129690446
synthetic_210,0.5029783446,0.4970216554
synthetic_211,0.5117238437,0.4882761563
synthetic_212,0.4970722650,0.5029277350
synthetic_213,0.4699742457,0.5300257543
synthetic_214,0.4999293147,0.5000706853
synthetic_215,0.5386802350,0.4613197650
synthetic_216,0.4815066606,0.5184933394
synthetic_217,0.4984725561,0.5015274439
synthetic_218,0.4844680956,0.5155319044
synthetic_219,0.5134175714,0.4865824286
synthetic_220,0.5031142337,0.4968857663
synthetic_221,0.4977590916,0.5022409084
synthetic_222,0.5190364555,0.4809635445
synthetic_223,0.4961564998,0.5038435002
synthetic_224,0.4801540158,0.5198459842
synthetic_225,0.5000308769,0.4999691231
synthetic_226,0.5163462810,0.4836537190
synthetic_227,0.4869850994,0.5130149006
synthetic_228,0.4855989594,0.5144010406
synthetic_229,0.5163572705,0.4836427295
synthetic_230,0.5331135335,0.4668864665
synthetic_231,0.4888023132,0.5111976868
synthetic_232,0.4613533770,0.5386466230
synthetic_233,0.5294482370,0.4705517630
synthetic_234,0.4966521703,0.5033478297
synthetic_235,0.5040843965,0.4959156035
synthetic_236,0.4925490691,0.5074509309
synthetic_237,0.5048739849,0.4951260151
synthetic_238,0.4914382064,0.5085617936
synthetic_239,0.4736042188,0.5263957812
synthetic_240,0.5148450554,0.4851549446
synthetic_241,0.5221876147,0.4778123853
synthetic_242,0.4874577237,0.5125422763
synthetic_243,0.4813903449,0.5186096551
synthetic_244,0.5256552716,0.4743447284
synthetic_245,0.5124385902,0.4875614098
synthetic_246,0.4723376132,0.5276623868
synthetic_247,0.4738639452,0.5261360548
synthetic_248,0.5232534626,0.4767465374
synthetic_249,0.5282532648,0.4717467352
synthetic_250,0.4606288977,0.5393711023
synthetic_251,0.5143864540,0.4856135460
synthetic_252,0.5020733131,0.4979266869
synthetic_253,0.4909299058,0.5090700942
synthetic_254,0.4885623234,0.5114376766
synthetic_255,0.5172026214,0.4827973786
synthetic_256,0.5199988342,0.4800011658
synthetic_257,0.4698400408,0.5301599592
synthetic_258,0.4865670912,0.5134329088
synthetic_259,0.5178326709,0.4821673291
synthetic_260,0.5166443214,0.4833556786
synthetic_261,0.4618191446,0.5381808554
synthetic_262,0.4899590549,0.5100409451
synthetic_263,0.5285120992,0.4714879008
synthetic_264,0.5076326189,0.4923673811
synthetic_265,0.4656148462,0.5343851538
synthetic_266,0.4879716871,0.5120283129
synthetic_267,0.5401276223,0.4598723777
synthetic_268,0.4718047158,0.5281952842
synthetic_269,0.4940547382,0.5059452618
synthetic_270,0.5273072190,0.4726927810
synthetic_271,0.5138862533,0.4861137467
synthetic_272,0.4798215995,0.5201784005
synthetic_273,0.4967932913,0.5032067087
synthetic_274,0.5387585936,0.4612414064
synthetic_275,0.4931124450,0.5068875550
synthetic_276,0.4858216452,0.5141783548
synthetic_277,0.4851135373,0.5148864627
synthetic_278,0.5398341521,0.4601658479
synthetic_279,0.5071097752,0.4928902248
synthetic_280,0.4824024126,0.5175975874
synthetic_281,0.5157759455,0.4842240545
synthetic_282,0.5363926950,0.4636073050
synthetic_283,0.4887192387,0.5112807613
synthetic_284,0.4709257008,0.5290742992
synthetic_285,0.5316518903,0.4683481097
synthetic_286,0.5082756548,0.4917243452
synthetic_287,0.4594708389,0.5405291611
synthetic_288,0.4835885268,0.5164114732
synthetic_289,0.5104382609,0.4895617391
synthetic_290,0.4798603274,0.5201396726
synthetic_291,0.4660756849,0.5339243151
synthetic_292,0.5265101850,0.4734898150
synthetic_293,0.5001679013,0.4998320987
synthetic_294,0.5087431380,0.4912568620
synthetic_295,0.4741248493,0.5258751507
synthetic_296,0.4947519215,0.5052480785
synthetic_297,0.4951303892,0.5048696108
synthetic_298,0.4625535177,0.5374464823
synthetic_299,0.4751241112,0.5248758888
synthetic_300,0.5328996675,0.4671003325
synthetic_301,0.5011556879,0.4988443121
synthetic_302,0.4803299906,0.5196700094
synthetic_303,0.4876829025,0.5123170975
synthetic_304,0.5332562497,0.4667437503
synthetic_305,0.5115020955,0.4884979045
synthetic_306,0.5025752066,0.4974247934
synthetic_307,0.5313916184,0.4686083816
synthetic_308,0.5088010589,0.4911989411
synthetic_309,0.4678813584,0.5321186416
synthetic_310,0.5084975131,0.4915024869
synthetic_311,0.5059309804,0.4940690196
synthetic_312,0.4945940066,0.5054059934
synthetic_313,0.4929717745,0.5070282255
synthetic_314,0.5196269369,0.4803730631
synthetic_315,0.5370227696,0.4629772304
synthetic_316,0.4933791404,0.5066208596
synthetic_317,0.4605038745,0.5394961255
synthetic_318,0.5285411628,0.4714588372
synthetic_319,0.4968820167,0.5031179833
synthetic_320,0.5038258433,0.4961741567
synthetic_321,0.4948680484,0.5051319516
synthetic_322,0.5081485355,0.4918514645
synthetic_323,0.4957888210,0.5042111790
synthetic_324,0.4804636424,0.5195363576
synthetic_325,0.5175004244,0.4824995756
synthetic_326,0.5126844650,0.4873155350
synthetic_327,0.4985011473,0.5014988527
synthetic_328,0.4693223959,0.5306776041
synthetic_329,0.5279860630,0.4720139370
synthetic_330,0.5274079515,0.4725920485
synthetic_331,0.4876770767,0.5123229233
synthetic_332,0.4910290373,0.5089709627
synthetic_333,0.5358167890,0.4641832110
synthetic_334,0.5119794633,0.4880205367
synthetic_335,0.4665712108,0.5334287892
synthetic_336,0.5068841935,0.4931158065
synthetic_337,0.5232755678,0.4767244322
synthetic_338,0.4794870578,0.5205129422
synthetic_339,0.4632154720,0.5367845280
synthetic_340,0.4900733686,0.5099266314
synthetic_341,0.4983960649,0.5016039351
synthetic_342,0.4829792779,0.5170207221
synthetic_343,0.5031379528,0.4968620472
synthetic_344,0.4933082619,0.5066917381
synthetic_345,0.5315130524,0.4684869476
synthetic_346,0.4827507841,0.5172492159
synthetic_347,0.4722861090,0.5277138910
synthetic_348,0.4988019313,0.5011980687
synthetic_349,0.4828339272,0.5171660728
synthetic_350,0.4723859708,0.5276140292
synthetic_351,0.5220511519,0.4779488481
synthetic_352,0.5050872617,0.4949127383
synthetic_353,0.5084309929,0.4915690071
synthetic_354,0.4610234865,0.5389765135
synthetic_355,0.5082068095,0.4917931905
synthetic_356,0.5274914783,0.4725085217
synthetic_357,0.4978397948,0.5021602052
synthetic_358,0.4903842153,0.5096157847
synthetic_359,0.4983891519,0.5016108481
synthetic_360,0.5120341161,0.4879658839
synthetic_361,0.4786303293,0.5213696707
synthetic_362,0.5086166312,0.4913833688
synthetic_363,0.4998132414,0.5001867586
synthetic_364,0.4848564997,0.5151435003
synthetic_365,0.4783033840,0.5216966160
synthetic_366,0.5011560234,0.4988439766
synthetic_367,0.4963469520,0.5036530480
synthetic_368,0.4869797010,0.5130202990
synthetic_369,0.4973689209,0.5026310791
synthetic_370,0.5074485316,0.4925514684
synthetic_371,0.5010955916,0.4989044084
synthetic_372,0.4990992077,0.5009007923
synthetic_373,0.5144305210,0.4855694790
synthetic_374,0.5385025246,0.4614974754
synthetic_375,0.5186977883,0.4813022117
synthetic_376,0.4787222787,0.5212777213
synthetic_377,0.4891302464,0.5108697536
synthetic_378,0.5375469164,0.4624530836
synthetic_379,0.4747958162,0.5252041838
synthetic_380,0.4739353401,0.5260646599
synthetic_381,0.5276527617,0.4723472383
synthetic_382,0.5298278982,0.4701721018
synthetic_383,0.4960740378,0.5039259622
synthetic_384,0.4874144586,0.5125855414
synthetic_385,0.5013332489,0.4986667511
synthetic_386,0.5219331345,0.4780668655
synthetic_387,0.4584209386,0.5415790614
synthetic_388,0.5167537756,0.4832462244
synthetic_389,0.5352004238,0.4647995762
synthetic_390,0.4927988801,0.5072011199
synthetic_391,0.4825749710,0.5174250290
synthetic_392,0.5260216212,0.4739783788
synthetic_393,0.5312923123,0.4687076877
synthetic_394,0.4641387797,0.5358612203
synthetic_395,0.5060618212,0.4939381788
synthetic_396,0.4984707127,0.5015292873
synthetic_397,0.5141661793,0.4858338207
synthetic_398,0.4997094176,0.5002905824
synthetic_399,0.5181284479,0.4818715521
synthetic_400,0.5403403972,0.4596596028
synthetic_401,0.5070478083,0.4929521917
synthetic_402,0.4621373173,0.5378626827
synthetic_403,0.5202837040,0.4797162960
synthetic_404,0.5033305906,0.4966694094
synthetic_405,0.5055711344,0.4944288656
synthetic_406,0.4873766978,0.5126233022
synthetic_407,0.5031310707,0.4968689293
synthetic_408,0.4925081558,0.5074918442
synthetic_409,0.4773044017,0.5226955983
synthetic_410,0.5168533831,0.4831466169
synthetic_411,0.5130816947,0.4869183053
synthetic_412,0.4997467261,0.5002532739
synthetic_413,0.4672687292,0.5327312708
synthetic_414,0.5268380980,0.4731619020
synthetic_415,0.5317317430,0.4682682570
synthetic_416,0.4943490785,0.5056509215
synthetic_417,0.4978588520,0.5021411480
synthetic_418,0.5360384489,0.4639615511
synthetic_419,0.5016732559,0.4983267441
synthetic_420,0.4774973732,0.5225026268
synthetic_421,0.4939932869,0.5060067131
synthetic_422,0.5359762324,0.4640237676
synthetic_423,0.4881165201,0.5118834799
synthetic_424,0.4588428362,0.5411571638
synthetic_425,0.4840204444,0.5159795556
synthetic_426,0.5054573956,0.4945426044
synthetic_427,0.5037943312,0.4962056688
synthetic_428,0.4871808525,0.5128191475
synthetic_429,0.5052558174,0.4947441826
synthetic_430,0.5105576209,0.4894423791
synthetic_431,0.5024141267,0.4975858733
synthetic_432,0.4959733961,0.5040266039
synthetic_433,0.5162609274,0.4837390726
synthetic_434,0.5072889163,0.4927110837
synthetic_435,0.4988275162,0.5011724838
synthetic_436,0.5019231261,0.4980768739
synthetic_437,0.5081192773,0.4918807227
synthetic_438,0.5013987767,0.4986012233
synthetic_439,0.4906183072,0.5093816928
synthetic_440,0.4936691756,0.5063308244
synthetic_441,0.4948281093,0.5051718907
synthetic_442,0.4639239721,0.5360760279
synthetic_443,0.4701945567,0.5298054433
synthetic_444,0.5260533699,0.4739466301
synthetic_445,0.5168724666,0.4831275334
synthetic_446,0.4654768972,0.5345231028
synthetic_447,0.5023617230,0.4976382770
synthetic_448,0.5384213687,0.4615786313
synthetic_449,0.4949530631,0.5050469369
synthetic_450,0.4717848814,0.5282151186
synthetic_451,0.5075360213,0.4924639787
synthetic_452,0.5347334825,0.4652665175
synthetic_453,0.4913384313,0.5086615687
synthetic_454,0.4708907026,0.5291092974
synthetic_455,0.5288086230,0.4711913770
synthetic_456,0.5148598487,0.4851401513
synthetic_457,0.4610473354,0.5389526646
synthetic_458,0.4759882671,0.5240117329
synthetic_459,0.5009398737,0.4990601263
synthetic_460,0.4795129922,0.5204870078
synthetic_461,0.4849543952,0.5150456048
synthetic_462,0.5181851821,0.4818148179
synthetic_463,0.5031413044,0.4968586956
synthetic_464,0.4942575287,0.5057424713
synthetic_465,0.5013159256,0.4986840744
synthetic_466,0.5129778804,0.4870221196
synthetic_467,0.5027273761,0.4972726239
synthetic_468,0.4799692646,0.5200307354
synthetic_469,0.5100762739,0.4899237261
synthetic_470,0.5246840129,0.4753159871
synthetic_471,0.4871417050,0.5128582950
synthetic_472,0.4906425959,0.5093574041
synthetic_473,0.5095241267,0.4904758733
synthetic_474,0.5007558150,0.4992441850
synthetic_475,0.4716566919,0.5283433081
synthetic_476,0.4621367435,0.5378632565
synthetic_477,0.4940545641,0.5059454359
synthetic_478,0.5219042413,0.4780957587
synthetic_479,0.4933352377,0.5066647623
synthetic_480,0.4764129045,0.5235870955
synthetic_481,0.5211534141,0.4788465859
synthetic_482,0.5240033843,0.4759966157
synthetic_483,0.4812609898,0.5187390102
synthetic_484,0.4945773250,0.5054226750
synthetic_485,0.5229015873,0.4770984127
synthetic_486,0.5139763220,0.4860236780
synthetic_487,0.4807075382,0.5192924618
synthetic_488,0.4992685494,0.5007314506
synthetic_489,0.5227991289,0.4772008711
synthetic_490,0.4970364381,0.5029635619
synthetic_491,0.4715684679,0.5284315321
synthetic_492,0.4967593101,0.5032406899
synthetic_493,0.4871606978,0.5128393022
synthetic_494,0.4655169044,0.5344830956
synthetic_495,0.5105159508,0.4894840492
synthetic_496,0.5234531472,0.4765468528
synthetic_497,0.4909949366,0.5090050634
synthetic_498,0.4740934534,0.5259065466
synthetic_499,0.5276949809,0.4723050191
