item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_248,0.5735339053,0.4264660947
synthetic_249,0.5893446682,0.4106553318
synthetic_250,0.3754976426,0.6245023574
synthetic_251,0.5454939621,0.4545060379
synthetic_252,0.5065563917,0.4934436083
synthetic_253,0.4713178437,0.5286821563
synthetic_254,0.4638308908,0.5361691092
synthetic_255,0.5543994654,0.4456005346
synthetic_256,0.5632418668,0.4367581332
synthetic_257,0.4046258349,0.5953741651
synthetic_258,0.4575214126,0.5424785874
synthetic_259,0.5563918570,0.4436081430
synthetic_260,0.5526339656,0.4473660344
synthetic_261,0.3792615341,0.6207384659
synthetic_262,0.4682477436,0.5317522564
synthetic_263,0.5901631743,0.4098368257
synthetic_264,0.5241364603,0.4758635397
synthetic_265,0.3912645962,0.6087354038
synthetic_266,0.4619631349,0.5380368651
synthetic_267,0.6268946836,0.3731053164
synthetic_268,0.4108386826,0.5891613174
synthetic_269,0.4811994315,0.5188005685
synthetic_270,0.5863530085,0.4136469915
synthetic_271,0.5439121885,0.4560878115
synthetic_272,0.4361902950,0.5638097050
synthetic_273,0.4898594967,0.5101405033
synthetic_274,0.6225654347,0.3774345653
synthetic_275,0.4782196388,0.5217803612
synthetic_276,0.4551641054,0.5448358946
synthetic_277,0.4529248714,0.5470751286
synthetic_278,0.6259666492,0.3740333508
synthetic_279,0.5224830833,0.4775169167
synthetic_280,0.4443515424,0.5556484576
synthetic_281,0.5498879200,0.4501120800
synthetic_282,0.6150838063,0.3849161937
synthetic_283,0.4643271007,0.5356728993
synthetic_284,0.4080589931,0.5919410069
synthetic_285,0.6000920657,0.3999079343
synthetic_286,0.5261699183,0.4738300817
synthetic_287,0.3718355394,0.6281644606
synthetic_288,0.4481023648,0.5518976352
synthetic_289,0.5330086793,0.4669913207
synthetic_290,0.4363127634,0.5636872366
synthetic_291,0.3927218962,0.6072781038
synthetic_292,0.5838325658,0.4161674342
synthetic_293,0.5005309504,0.4994690496
synthetic_294,0.5276482298,0.4723517702
synthetic_295,0.4181755891,0.5818244109
synthetic_296,0.4834041185,0.5165958815
synthetic_297,0.4846009385,0.5153990615
synthetic_298,0.3815838255,0.6184161745
synthetic_299,0.4213355326,0.5786644674
synthetic_300,0.6040378836,0.3959621164
synthetic_301,0.5036546061,0.4963453939
synthetic_302,0.4377979687,0.5622020313
synthetic_303,0.4610499176,0.5389500824
synthetic_304,0.6051654953,0.3948345047
synthetic_305,0.5363728197,0.4636271803
synthetic_306,0.5081435184,0.4918564816
synthetic_307,0.5992690136,0.4007309864
synthetic_308,0.5278313919,0.4721686081
synthetic_309,0.3984319371,0.6015680629
synthetic_310,0.5268714958,0.4731285042
synthetic_311,0.5187554069,0.4812445931
synthetic_312,0.4829047478,0.5170952522
synthetic_313,0.4777747997,0.5222252003
synthetic_314,0.5620658241,0.4379341759
synthetic_315,0.6170762771,0.3829237229
synthetic_316,0.4790630035,0.5209369965
synthetic_317,0.3751022847,0.6248977153
synthetic_318,0.5902550816,0.4097449184
synthetic_319,0.4901400711,0.5098599289
synthetic_320,0.5120983789,0.4879016211
synthetic_321,0.4837713441,0.5162286559
synthetic_322,0.5257679319,0.4742320681
synthetic_323,0.4866830827,0.5133169173
synthetic_324,0.4382206129,0.5617793871
synthetic_325,0.5553412012,0.4446587988
synthetic_326,0.5401118004,0.4598881996
synthetic_327,0.4952602115,0.5047397885
synthetic_328,0.4029888978,0.5970111022
synthetic_329,0.5884997019,0.4115002981
synthetic_330,0.5866715526,0.4133284474
synthetic_331,0.4610314950,0.5389685050
synthetic_332,0.4716313249,0.5283686751
synthetic_333,0.6132626318,0.3867373682
synthetic_334,0.5378823892,0.4621176108
synthetic_335,0.3942888868,0.6057111132
synthetic_336,0.5217697313,0.4782302687
synthetic_337,0.5736038081,0.4263961919
synthetic_338,0.4351323811,0.5648676189
synthetic_339,0.3836771088,0.6163228912
synthetic_340,0.4686092354,0.5313907646
synthetic_341,0.4949279117,0.5050720883
synthetic_342,0.4461757507,0.5538242493
synthetic_343,0.5099230782,0.4900769218
synthetic_344,0.4788388660,0.5211611340
synthetic_345,0.5996530215,0.4003469785
synthetic_346,0.4454531899,0.5545468101
synthetic_347,0.4123609817,0.5876390183
synthetic_348,0.4962113741,0.5037886259
synthetic_349,0.4457161116,0.5542838884
synthetic_350,0.4126767724,0.5873232276
synthetic_351,0.5697318651,0.4302681349
synthetic_352,0.5160873339,0.4839126661
synthetic_353,0.5266611404,0.4733388596
synthetic_354,0.3767454420,0.6232545580
synthetic_355,0.5259522104,0.4740477896
synthetic_356,0.5869356875,0.4130643125
synthetic_357,0.4931688312,0.5068311688
synthetic_358,0.4695922188,0.5304077812
synthetic_359,0.4949060509,0.5050939491
synthetic_360,0.5380552166,0.4619447834
synthetic_361,0.4324231677,0.5675768323
synthetic_362,0.5272481804,0.4727518196
synthetic_363,0.4994094175,0.5005905825
synthetic_364,0.4521120472,0.5478879528
synthetic_365,0.4313892758,0.5686107242
synthetic_366,0.5036556670,0.4963443330
synthetic_367,0.4884480480,0.5115519520
synthetic_368,0.4588261995,0.5411738005
synthetic_369,0.4916797974,0.5083202026
synthetic_370,0.5235543249,0.4764456751
synthetic_371,0.5034645649,0.4965354351
synthetic_372,0.4971514446,0.5028485554
synthetic_373,0.5456333143,0.4543666857
synthetic_374,0.6217556735,0.3782443265
synthetic_375,0.5591275981,0.4408724019
synthetic_376,0.4327139372,0.5672860628
synthetic_377,0.4656268211,0.5343731789
synthetic_378,0.6187337750,0.3812662250
synthetic_379,0.4202973727,0.5797026273
synthetic_380,0.4175763082,0.5824236918
synthetic_381,0.5874457107,0.4125542893
synthetic_382,0.5943240961,0.4056759039
synthetic_383,0.4875850175,0.5124149825
synthetic_384,0.4602010234,0.5397989766
synthetic_385,0.5042161032,0.4957838968
synthetic_386,0.5693586614,0.4306413386
synthetic_387,0.3685154629,0.6314845371
synthetic_388,0.5529800905,0.4470199095
synthetic_389,0.6113135139,0.3886864861
synthetic_390,0.4772280593,0.5227719407
synthetic_391,0.4448972201,0.5551027799
synthetic_392,0.5822875915,0.4177124085
synthetic_393,0.5989549800,0.4010450200
synthetic_394,0.3865968643,0.6134031357
synthetic_395,0.5191691616,0.4808308384
synthetic_396,0.4951639691,0.5048360309
synthetic_397,0.5447973923,0.4552026077
synthetic_398,0.4990810976,0.5009189024
synthetic_399,0.5573271859,0.4426728141
synthetic_400,0.6275675370,0.3724324630
synthetic_401,0.5222871266,0.4777128734
synthetic_402,0.3802676844,0.6197323156
synthetic_403,0.5641427040,0.4358572960
synthetic_404,0.5105322522,0.4894677478
synthetic_405,0.5176174738,0.4823825262
synthetic_406,0.4600816135,0.5399183865
synthetic_407,0.5099013149,0.4900986851
synthetic_408,0.4763087085,0.5236912915
synthetic_409,0.4282302164,0.5717697836
synthetic_410,0.5532950768,0.4467049232
synthetic_411,0.5413679509,0.4586320491
synthetic_412,0.4991990777,0.5008009223
synthetic_413,0.3964946337,0.6035053663
synthetic_414,0.5848695179,0.4151304821
synthetic_415,0.6003445821,0.3996554179
synthetic_416,0.4821302173,0.5178697827
synthetic_417,0.4932290956,0.5067709044
synthetic_418,0.6139635818,0.3860364182
synthetic_419,0.5052912997,0.4947087003
synthetic_420,0.4288404461,0.5711595539
synthetic_421,0.4810051053,0.5189948947
synthetic_422,0.6137668361,0.3862331639
synthetic_423,0.4624211368,0.5375788632
synthetic_424,0.3698496202,0.6301503798
synthetic_425,0.4494682084,0.5505317916
synthetic_426,0.5172578003,0.4827421997
synthetic_427,0.5119987286,0.4880012714
synthetic_428,0.4594622963,0.5405377037
synthetic_429,0.5166203541,0.4833796459
synthetic_430,0.5333861287,0.4666138713
synthetic_431,0.5076341388,0.4923658612
synthetic_432,0.4872667603,0.5127332397
synthetic_433,0.5514215675,0.4485784325
synthetic_434,0.5230495772,0.4769504228
synthetic_435,0.4962922806,0.5037077194
synthetic_436,0.5060814587,0.4939185413
synthetic_437,0.5256754094,0.4743245906
synthetic_438,0.5044233203,0.4955766797
synthetic_439,0.4703324826,0.5296675174
synthetic_440,0.4799801755,0.5200198245
synthetic_441,0.4836450455,0.5163549545
synthetic_442,0.3859175828,0.6140824172
synthetic_443,0.4057469126,0.5942530874
synthetic_444,0.5823879895,0.4176120105
synthetic_445,0.5533554243,0.4466445757
synthetic_446,0.3908283632,0.6091716368
synthetic_447,0.5074684238,0.4925315762
synthetic_448,0.6214990360,0.3785009640
synthetic_449,0.4840401841,0.5159598159
synthetic_450,0.4107759608,0.5892240392
synthetic_451,0.5238309917,0.4761690083
synthetic_452,0.6098369159,0.3901630841
synthetic_453,0.4726097149,0.5273902851
synthetic_454,0.4079483193,0.5920516807
synthetic_455,0.5911008651,0.4088991349
synthetic_456,0.5469909676,0.4530090324
synthetic_457,0.3768208589,0.6231791411
synthetic_458,0.4240682334,0.5759317666
synthetic_459,0.5029721417,0.4970278583
synthetic_460,0.4352143929,0.5647856071
synthetic_461,0.4524216200,0.5475783800
synthetic_462,0.5575065951,0.4424934049
synthetic_463,0.5099336766,0.4900663234
synthetic_464,0.4818407113,0.5181592887
synthetic_465,0.5041613222,0.4958386778
synthetic_466,0.5410396611,0.4589603389
synthetic_467,0.5086247207,0.4913752793
synthetic_468,0.4366572529,0.5633427471
synthetic_469,0.5318639758,0.4681360242
synthetic_470,0.5780577024,0.4219422976
synthetic_471,0.4593385008,0.5406614992
synthetic_472,0.4704092900,0.5295907100
synthetic_473,0.5301179330,0.4698820670
synthetic_474,0.5023900968,0.4976099032
synthetic_475,0.4103705901,0.5896294099
synthetic_476,0.3802658700,0.6197341300
synthetic_477,0.4811988809,0.5188011191
synthetic_478,0.5692672929,0.4307327071
synthetic_479,0.4789241711,0.5210758289
synthetic_480,0.4254110547,0.5745889453
synthetic_481,0.5668929690,0.4331070310
synthetic_482,0.5759053661,0.4240946339
synthetic_483,0.4407420468,0.5592579532
synthetic_484,0.4828519961,0.5171480039
synthetic_485,0.5724211777,0.4275788223
synthetic_486,0.5441970108,0.4558029892
synthetic_487,0.4389918790,0.5610081210
synthetic_488,0.4976869500,0.5023130500
synthetic_489,0.5720971760,0.4279028240
synthetic_490,0.4906283944,0.5093716056
synthetic_491,0.4100916011,0.5899083989
synthetic_492,0.4897520388,0.5102479612
synthetic_493,0.4593985614,0.5406014386
synthetic_494,0.3909548770,0.6090451230
synthetic_495,0.5332543564,0.4667456436
synthetic_496,0.5741653634,0.4258346366
synthetic_497,0.4715234893,0.5284765107
synthetic_498,0.4180763065,0.5819236935
synthetic_499,0.5875792194,0.4124207806
